x,y
-50.0,-6.774070927287042
-49.0,-6.545915413788631
-48.0,-10.472780384919876
-47.0,-11.15354407922235
-46.0,-13.782428263414667
-45.0,-13.582102406230682
-44.0,-12.48346249657725
-43.0,-11.98858723100057
-42.0,-9.244238222681023
-41.0,-9.036856744254804
-40.0,-11.996773836171581
-39.0,-16.755273327991485
-38.0,-11.20124748813998
-37.0,-5.7778063811751625
-36.0,-6.030448415803071
-35.0,-2.62679380099721
-34.0,-4.6089072324752145
-33.0,1.0839462828826565
-32.0,-0.586440188569135
-31.0,5.133569930285021
-30.0,7.089751332482817
-29.0,10.165871160736373
-28.0,7.375710237201086
-27.0,7.540644649432113
-26.0,11.573513197695357
-25.0,12.183601268514883
-24.0,11.358410264552708
-23.0,8.787383603752854
-22.0,5.341836242005376
-21.0,6.395359211039119
-20.0,2.8368609128934708
-19.0,6.784488689115932
-18.0,2.1712941640634993
-17.0,3.534876919265721
-16.0,-2.169759650124424
-15.0,-2.9768861695506232
-14.0,-7.009206432282848
-13.0,-0.8171044169648894
-12.0,-4.433286066616554
-11.0,-7.249359346552947
-10.0,-8.708044480723395
-9.0,-5.500624230532739
-8.0,-6.854158870100366
-7.0,-2.879863443616074
-6.0,-8.471946660214872
-5.0,-6.587388049198414
-4.0,-4.9783126894834195
-3.0,-0.9743749866622473
-2.0,2.087443712915468
-1.0,3.7081199443058788
0.0,0.8616399737541476
1.0,1.6301486284671995
2.0,0.2085773036274702
3.0,6.551868146452297
4.0,6.264720564780038
5.0,10.673249585908842
6.0,11.379165258411188
7.0,11.44793085095601
8.0,10.002845969819141
9.0,11.731745230899419
10.0,9.821182658174592
11.0,5.596162654897586
12.0,6.753697190347678
13.0,3.8858822225715444
14.0,5.115110232626709
15.0,10.398197461838073
16.0,13.844631334554629
17.0,10.478467848747645
18.0,8.999989458424045
19.0,6.60010359732092
20.0,0.9901023121972514
21.0,2.707296050223118
22.0,6.428328836840937
23.0,4.491004937263408
24.0,5.260289468041939
25.0,9.677234660126276
26.0,10.547632381933935
27.0,4.515554323791855
28.0,8.358064012285611
29.0,11.798197379767297
30.0,6.2674034945018935
31.0,0.048203130331294614
32.0,0.9846405356662149
33.0,-0.24654030203309732
34.0,3.706167808840641
35.0,5.043907342662093
36.0,3.2560694015478777
37.0,2.7735871839646062
38.0,0.24426924059445412
39.0,0.2941979967595446
40.0,-1.6357807292856918
41.0,0.664121236737284
42.0,0.5545780954801274
43.0,-4.27074633212395
44.0,-8.281586290585588
45.0,-5.814387676204823
46.0,-2.7482518376070946
47.0,-1.925303985038297
48.0,-2.635948518418592
49.0,-5.8136516883083225
50.0,-2.6849298838868085
