x,y
-50.0,2703.0
-49.0,2600.0
-48.0,2499.0
-47.0,2400.0
-46.0,2303.0
-45.0,2208.0
-44.0,2115.0
-43.0,2024.0
-42.0,1935.0
-41.0,1848.0
-40.0,1763.0
-39.0,1680.0
-38.0,1599.0
-37.0,1520.0
-36.0,1443.0
-35.0,1368.0
-34.0,1295.0
-33.0,1224.0
-32.0,1155.0
-31.0,1088.0
-30.0,1023.0
-29.0,960.0
-28.0,899.0
-27.0,840.0
-26.0,783.0
-25.0,728.0
-24.0,675.0
-23.0,624.0
-22.0,575.0
-21.0,528.0
-20.0,483.0
-19.0,440.0
-18.0,399.0
-17.0,360.0
-16.0,323.0
-15.0,288.0
-14.0,255.0
-13.0,224.0
-12.0,195.0
-11.0,168.0
-10.0,143.0
-9.0,120.0
-8.0,99.0
-7.0,80.0
-6.0,63.0
-5.0,48.0
-4.0,35.0
-3.0,24.0
-2.0,15.0
-1.0,8.0
0.0,3.0
1.0,0.0
2.0,-1.0
3.0,0.0
4.0,3.0
5.0,8.0
6.0,15.0
7.0,24.0
8.0,35.0
9.0,48.0
10.0,63.0
11.0,80.0
12.0,99.0
13.0,120.0
14.0,143.0
15.0,168.0
16.0,195.0
17.0,224.0
18.0,255.0
19.0,288.0
20.0,323.0
21.0,360.0
22.0,399.0
23.0,440.0
24.0,483.0
25.0,528.0
26.0,575.0
27.0,624.0
28.0,675.0
29.0,728.0
30.0,783.0
31.0,840.0
32.0,899.0
33.0,960.0
34.0,1023.0
35.0,1088.0
36.0,1155.0
37.0,1224.0
38.0,1295.0
39.0,1368.0
40.0,1443.0
41.0,1520.0
42.0,1599.0
43.0,1680.0
44.0,1763.0
45.0,1848.0
46.0,1935.0
47.0,2024.0
48.0,2115.0
49.0,2208.0
50.0,2303.0
