x,y
-25.0,40.92948330425162
-24.0,40.680025857115616
-23.0,25.850997726400657
-22.0,33.16421393470002
-21.0,15.944225121223017
-20.0,-3.801088101203092
-19.0,15.461752511329863
-18.0,39.591772721400275
-17.0,26.362776610975047
-16.0,2.082857815934979
-15.0,25.343121248293905
-14.0,-9.074944353131535
-13.0,27.58089163351122
-12.0,17.088892304612997
-11.0,25.43750970828875
-10.0,9.970611463701736
-9.0,14.283625644098215
-8.0,18.363873361271352
-7.0,-3.162076698732708
-6.0,21.712582085399745
-5.0,-2.3731173649593416
-4.0,12.148563924294315
-3.0,5.014358904980909
-2.0,23.542959950443958
-1.0,15.736771204131138
0.0,-13.569737954811293
1.0,17.944349559973197
2.0,-0.9788924291860397
3.0,-4.270781695348152
4.0,-16.917137564859292
5.0,-13.738775842076308
6.0,26.870396260875467
7.0,-19.397322342717775
8.0,4.824255659500665
9.0,29.590325528497374
10.0,18.86702383313282
11.0,11.819684516324571
12.0,10.92446531253534
13.0,1.612542154432795
14.0,4.035878169307317
15.0,-11.83163173003134
16.0,-2.986047021883138
17.0,-9.923825949622636
18.0,18.140578252145843
19.0,11.58294576017866
20.0,8.570037985173046
21.0,4.972272290173141
22.0,12.839562866557767
23.0,35.00259480546717
24.0,6.700380174413613
25.0,38.395242491006236
