x,y
-50.0,-38.71985943674778
-49.0,-14.384391212182335
-48.0,24.24027715793629
-47.0,49.67199903856352
-46.0,-39.950181202001076
-45.0,-43.56871235166429
-44.0,23.95903250549584
-43.0,-15.4407319176965
-42.0,-4.720671305801349
-41.0,-45.81456512510106
-40.0,-17.96118102224709
-39.0,-42.700154289530175
-38.0,-11.17819212002286
-37.0,1.7988563289173778
-36.0,-5.060333512927067
-35.0,2.4453756880454263
-34.0,-11.273669035789062
-33.0,-20.15847922081536
-32.0,-21.705493338735074
-31.0,43.36020639577153
-30.0,37.782904252807995
-29.0,20.16940198607721
-28.0,35.614087304391425
-27.0,-34.45237277797143
-26.0,39.57823760526699
-25.0,-43.01697809402395
-24.0,43.09999749328216
-23.0,18.16452891294408
-22.0,47.94065375272071
-21.0,-46.91274736595636
-20.0,4.919391871510847
-19.0,49.219359188159615
-18.0,-11.007158158522524
-17.0,-34.08335839816771
-16.0,4.794806483773741
-15.0,-13.900306173404166
-14.0,35.972246521583344
-13.0,-17.763387167793265
-12.0,24.76204386536545
-11.0,-29.61968027051949
-10.0,-22.563236765990602
-9.0,-42.469551047570015
-8.0,6.057631121551082
-7.0,-12.544150188262646
-6.0,45.968782863813
-5.0,-49.32333287326411
-4.0,6.978259989113699
-3.0,-32.88743517107921
-2.0,14.02794535469211
-1.0,-15.508213109740687
0.0,45.714125223860236
1.0,-47.909001727398625
2.0,10.504991997453585
3.0,48.89817426109038
4.0,30.439385271798084
5.0,23.36404372767512
6.0,-18.15940757671383
7.0,-36.639568436724886
8.0,-1.0165203675668824
9.0,24.64521299121706
10.0,45.82602976910831
11.0,2.6710462640298074
12.0,33.24050014585283
13.0,24.616680442227306
14.0,-14.476729221568336
15.0,24.037852006807164
16.0,-21.97551281119439
17.0,-18.153446593418842
18.0,-14.477125788064745
19.0,47.8024033035495
20.0,-19.65318078896691
21.0,0.2790125741136549
22.0,42.60674000144558
23.0,50.679987723181426
24.0,-25.847239295887686
25.0,23.64885391425434
26.0,-33.32724165251709
27.0,-50.9095191310022
28.0,50.3745865126153
29.0,41.338762577698965
30.0,-5.022006486855767
31.0,-10.436244849516427
32.0,48.10073128784621
33.0,-1.4211599609498275
34.0,-42.67876756858173
35.0,37.984464538439425
36.0,51.88101308633898
37.0,-40.355168277535526
38.0,-42.60801773937756
39.0,-11.80067821586387
40.0,5.181141348764662
41.0,25.963380010588974
42.0,-30.843426123680434
43.0,23.557017395902083
44.0,34.10152931394991
45.0,-42.96177563740805
46.0,-9.68731350704007
47.0,19.15105039716766
48.0,33.077369529394815
49.0,-44.32191468743909
50.0,-34.39540187562172
