x,y
-25.0,0.735296499804454
-24.0,-0.8111567240132478
-23.0,-0.6924408083503413
-22.0,0.9822973814191922
-21.0,2.673311277072112
-20.0,2.8258905014552553
-19.0,1.2997544193259047
-18.0,-0.5019744935433521
-17.0,-0.9227949837591136
-16.0,0.4241933666698694
-15.0,2.3005756803142337
-14.0,2.9812147113897405
-13.0,1.8403340736532818
-12.0,-0.07314583600086988
-11.0,-0.999980413101407
-10.0,-0.08804222177873955
-9.0,1.824236970483513
-8.0,2.978716493246764
-7.0,2.313973197437578
-6.0,0.4411690036021483
-5.0,-0.9178485493262769
-4.0,-0.5136049906158564
-3.0,1.2822400161197345
-2.0,2.8185948536513634
-1.0,2.682941969615793
0.0,1.0
1.0,-0.682941969615793
2.0,-0.8185948536513634
3.0,0.7177599838802655
4.0,2.5136049906158564
5.0,2.917848549326277
6.0,1.5588309963978517
7.0,-0.3139731974375781
8.0,-0.9787164932467636
9.0,0.1757630295164868
10.0,2.0880422217787395
11.0,2.999980413101407
12.0,2.0731458360008697
13.0,0.15966592634671817
14.0,-0.9812147113897407
15.0,-0.30057568031423365
16.0,1.5758066333301306
17.0,2.922794983759114
18.0,2.501974493543352
19.0,0.7002455806740953
20.0,-0.8258905014552553
21.0,-0.6733112770721121
22.0,1.0177026185808078
23.0,2.6924408083503413
24.0,2.811156724013248
25.0,1.264703500195546
