x,y
-50.0,2681.4000913155014
-49.0,2563.1057429777725
-48.0,2451.8253187704945
-47.0,2362.956848234721
-46.0,2281.171051129687
-45.0,2225.6352066686313
-44.0,2067.3134292231866
-43.0,2001.6847173022313
-42.0,1926.5941042223808
-41.0,1833.3641202047634
-40.0,1733.860332593303
-39.0,1687.8987785979605
-38.0,1607.03520297109
-37.0,1535.3269570687096
-36.0,1482.8681698850683
-35.0,1343.8376541578184
-34.0,1304.5751110217277
-33.0,1232.5033857546528
-32.0,1113.8715584011202
-31.0,1053.6801292739308
-30.0,1002.8898779904558
-29.0,938.0663535491799
-28.0,899.4205360313547
-27.0,870.2843339477402
-26.0,790.9110132179628
-25.0,725.4831226873741
-24.0,718.0881735997573
-23.0,574.2894570886723
-22.0,612.647788460914
-21.0,498.688614256542
-20.0,510.1982798666113
-19.0,482.1528759524176
-18.0,429.8861339513144
-17.0,378.413722920901
-16.0,286.51300058673684
-15.0,292.37135788208684
-14.0,245.4356588845991
-13.0,249.23949691968022
-12.0,171.38974915442543
-11.0,192.43576342358486
-10.0,181.17833074396805
-9.0,153.06140868203582
-8.0,128.81136819873709
-7.0,122.99448956661988
-6.0,17.37936690797015
-5.0,46.38620044159699
-4.0,2.213029403769653
-3.0,10.251633416596164
-2.0,-22.44703304625061
-1.0,-38.75294609263088
0.0,-2.8261860674472814
1.0,32.80167457148754
2.0,-13.367499581567607
3.0,22.51114656950415
4.0,49.810528307641945
5.0,-15.096772699379077
6.0,39.27682642863142
7.0,-22.03306981886731
8.0,53.10581136377334
9.0,34.620214547944464
10.0,89.85143785355802
11.0,91.81672171278002
12.0,58.422109558410526
13.0,152.30959030500446
14.0,115.95514563485051
15.0,137.0635096197817
16.0,230.09762858375552
17.0,202.61052078129663
18.0,213.32009339940035
19.0,297.7691532281427
20.0,307.2899431414636
21.0,351.3906848285228
22.0,351.4948559475584
23.0,458.2744232130003
24.0,519.1274149072963
25.0,538.031219262187
26.0,556.9274572059961
27.0,613.2096099273011
28.0,706.748142723747
29.0,702.9824976741703
30.0,792.8971768491829
31.0,879.4877360882296
32.0,928.9506894718671
33.0,940.6988197067549
34.0,974.2010074765
35.0,1129.4606616383576
36.0,1166.950359473965
37.0,1268.860808171383
38.0,1288.5826758212238
39.0,1393.0316419337014
40.0,1398.1293222752947
41.0,1566.2200977924406
42.0,1596.599201299026
43.0,1695.756240475345
44.0,1778.688434968522
45.0,1833.451717464905
46.0,1946.951930459251
47.0,2009.826692598538
48.0,2160.75312986374
49.0,2174.075300015607
50.0,2275.2660920203753
