x,y
-25.0,655.6402802667556
-24.0,631.5235209906577
-23.0,604.0053849657837
-22.0,577.743066387477
-21.0,528.3944581002382
-20.0,478.9759607436389
-19.0,438.479967920623
-18.0,398.6323998318863
-17.0,356.8170857536211
-16.0,322.45652911207196
-15.0,287.53353822886135
-14.0,257.8537271421926
-13.0,228.1823590137051
-12.0,198.07313835206543
-11.0,168.6612803783531
-10.0,144.52346457876993
-9.0,122.63425718740949
-8.0,106.41811075909189
-7.0,88.32889868630487
-6.0,71.3705992310577
-5.0,56.31469783748726
-4.0,38.96540561875328
-3.0,29.140935424424832
-2.0,15.941513385574742
-1.0,3.3812906314967397
0.0,-1.3120315668167366
1.0,-0.9050977085580882
2.0,-2.4107482093973047
3.0,4.99181742532848
4.0,8.427797833176216
5.0,13.254471180722192
6.0,22.690685080259726
7.0,27.063777950468822
8.0,33.39005706611089
9.0,44.57682681380867
10.0,54.27246987540559
11.0,67.47755524261954
12.0,92.31197093655594
13.0,114.46716867388032
14.0,140.20522207125535
15.0,168.99303810952728
16.0,194.9920077762926
17.0,226.35517098072563
18.0,259.20204666381414
19.0,287.9204610229126
20.0,321.95497678763877
21.0,355.7653869380251
22.0,394.6039418199103
23.0,414.9145884793825
24.0,433.1532165730538
25.0,453.68430231929716
