x,y
-25.0,727.121947005657
-24.0,682.0790577720566
-23.0,622.6072436152914
-22.0,590.7528726740176
-21.0,535.0564838862666
-20.0,466.41470484141325
-19.0,420.1691549176371
-18.0,381.68168899498545
-17.0,336.1495762758604
-16.0,339.13529385418065
-15.0,311.81989605286077
-14.0,242.34928533840986
-13.0,225.8908083505692
-12.0,175.70821873516337
-11.0,173.92301138830402
-10.0,128.4499993764479
-9.0,128.37074922270295
-8.0,105.93689023687432
-7.0,73.38457474132754
-6.0,72.66635661104633
-5.0,62.19519373694011
-4.0,47.29852687879487
-3.0,9.741903189717755
-2.0,22.979439467709952
-1.0,-15.508155294263545
0.0,4.613283381028307
1.0,-19.729597660904236
2.0,-25.726365541605926
3.0,14.44527149060054
4.0,12.590440197528288
5.0,12.439885961835436
6.0,36.30980414881695
7.0,28.665146235962464
8.0,14.057115771917573
9.0,40.32713175515684
10.0,45.056921582064206
11.0,56.87439400702279
12.0,90.74727419571987
13.0,104.17930557999539
14.0,121.10074380646017
15.0,187.89802562947227
16.0,195.41351591642746
17.0,225.22329536368935
18.0,258.3891062749263
19.0,272.7400618630772
20.0,323.7214480110265
21.0,351.0288735880799
22.0,388.9269261431613
23.0,433.6551262695105
24.0,461.8961664163938
25.0,530.2589904481231
