x,y
-50.0,42.25169016018631
-49.0,37.07401071003621
-48.0,38.653241260693584
-47.0,39.98574330479577
-46.0,38.12872573683011
-45.0,38.21396606148119
-44.0,35.60639607419919
-43.0,35.20606244774501
-42.0,33.87284851903325
-41.0,37.74338154398215
-40.0,38.58527709545739
-39.0,33.61562773785588
-38.0,29.071600571666544
-37.0,31.686908805415555
-36.0,26.065994376046078
-35.0,23.00833913674236
-34.0,27.138425255471073
-33.0,23.522722980126257
-32.0,23.233014124911918
-31.0,20.37699062322178
-30.0,16.737899081233486
-29.0,14.889201253357033
-28.0,14.185076302122436
-27.0,12.952396140047732
-26.0,11.702378295855151
-25.0,8.422275197670576
-24.0,5.889380273069052
-23.0,6.484508489348382
-22.0,3.967491636537147
-21.0,7.931293904178756
-20.0,7.277137082542424
-19.0,1.975453187827671
-18.0,0.8563071859936355
-17.0,1.1197180309048187
-16.0,3.641877896107844
-15.0,7.583836764272788
-14.0,7.140843081806398
-13.0,7.256852586284822
-12.0,12.221657194023694
-11.0,12.282967079287259
-10.0,14.62078461258279
-9.0,18.215939433440376
-8.0,19.136664331740924
-7.0,18.343915025673834
-6.0,13.362150389305334
-5.0,14.994721085714616
-4.0,18.569114622683163
-3.0,18.82761587000909
-2.0,13.233159896316732
-1.0,15.360353035943843
0.0,11.279322556129184
1.0,12.141831863112143
2.0,13.960774765745565
3.0,12.278009786420357
4.0,12.05056632769554
5.0,10.748744485556399
6.0,12.742568356155767
7.0,15.958290991596044
8.0,17.779035976994695
9.0,21.963884252322874
10.0,20.484779672574575
11.0,21.359328870343397
12.0,26.3405361159372
13.0,26.800403798646528
14.0,24.731947766401724
15.0,28.338608561051693
16.0,29.472636437130745
17.0,25.984293422186372
18.0,26.63970344158055
19.0,23.10029089374114
20.0,25.90966537308018
21.0,26.99610624166895
22.0,21.586846314751426
23.0,21.79294824279554
24.0,18.96497252329528
25.0,19.483028938036238
26.0,15.29235038486213
27.0,11.41340147157551
28.0,15.670248844362911
29.0,15.298417425208076
30.0,12.930813895245144
31.0,16.231457775651627
32.0,19.12206104586944
33.0,19.097536464275088
34.0,20.526065841203938
35.0,18.834471777441138
36.0,15.984450856606635
37.0,23.181517116146384
38.0,21.18050634887305
39.0,25.06642516753775
40.0,22.88681667106838
41.0,24.936495394898447
42.0,27.467284074630538
43.0,29.603672335902214
44.0,31.14699441237287
45.0,33.4544353961685
46.0,32.34311088448104
47.0,31.729056660829603
48.0,31.665937820893397
49.0,34.48720718708054
50.0,36.907416269547575
