x,y
-25.000000,7.449222
-24.000000,4.306850
-23.000000,-0.078280
-22.000000,6.239851
-21.000000,18.419339
-20.000000,31.355562
-19.000000,34.402122
-18.000000,28.404750
-17.000000,26.959686
-16.000000,14.779330
-15.000000,17.370673
-14.000000,7.506201
-13.000000,10.732931
-12.000000,0.345111
-11.000000,2.115184
-10.000000,4.084615
-9.000000,13.387747
-8.000000,11.269542
-7.000000,16.242012
-6.000000,12.744593
-5.000000,6.055315
-4.000000,-0.708958
-3.000000,-4.718897
-2.000000,-3.952840
-1.000000,-1.935169
0.000000,-5.665369
1.000000,-3.824940
2.000000,-2.088209
3.000000,1.004241
4.000000,7.744373
5.000000,3.410457
6.000000,8.745515
7.000000,8.721841
8.000000,17.135551
9.000000,22.060762
10.000000,25.639504
11.000000,26.079349
12.000000,26.350920
13.000000,27.713523
14.000000,30.597484
15.000000,25.515577
16.000000,22.242770
17.000000,16.863793
18.000000,11.202822
19.000000,10.781530
20.000000,14.233033
21.000000,24.070722
22.000000,29.716746
23.000000,31.028086
24.000000,32.435306
25.000000,32.513774
