x,y
-25.000000,13.017285
-24.000000,1.881158
-23.000000,-1.977893
-22.000000,-0.138106
-21.000000,20.835552
-20.000000,34.560570
-19.000000,38.670565
-18.000000,29.975232
-17.000000,16.568454
-16.000000,34.335372
-15.000000,-6.565837
-14.000000,24.342485
-13.000000,4.741954
-12.000000,3.114353
-11.000000,-6.820975
-10.000000,10.052174
-9.000000,9.022647
-8.000000,21.088421
-7.000000,3.697558
-6.000000,23.940058
-5.000000,10.596163
-4.000000,-16.370275
-3.000000,3.647237
-2.000000,-1.433652
-1.000000,-14.072106
0.000000,9.700251
1.000000,-12.624251
2.000000,-8.550820
3.000000,14.910445
4.000000,-3.346902
5.000000,11.669575
6.000000,1.908699
7.000000,12.658270
8.000000,11.598555
9.000000,27.149827
10.000000,27.433903
11.000000,22.334783
12.000000,28.469360
13.000000,28.248618
14.000000,26.422591
15.000000,37.121244
16.000000,13.002896
17.000000,16.604171
18.000000,20.984312
19.000000,-3.980016
20.000000,15.340295
21.000000,31.338819
22.000000,25.533051
23.000000,32.278369
24.000000,35.272838
25.000000,29.754710
