x,y
-25.000000,22.674575
-24.000000,-13.488353
-23.000000,3.115838
-22.000000,-2.836958
-21.000000,27.371414
-20.000000,17.805434
-19.000000,16.090351
-18.000000,19.810820
-17.000000,-21.697585
-16.000000,-13.571900
-15.000000,14.637677
-14.000000,-16.766091
-13.000000,-18.486791
-12.000000,-21.867806
-11.000000,8.744718
-10.000000,4.866272
-9.000000,-3.610887
-8.000000,18.607918
-7.000000,14.362930
-6.000000,5.862661
-5.000000,-18.867164
-4.000000,15.303332
-3.000000,-13.850806
-2.000000,4.205430
-1.000000,1.346611
0.000000,-6.546532
1.000000,4.231220
2.000000,23.915512
3.000000,12.138323
4.000000,-16.591298
5.000000,9.740043
6.000000,16.670050
7.000000,-12.580616
8.000000,-19.667614
9.000000,7.836539
10.000000,23.201610
11.000000,16.674446
12.000000,-13.336797
13.000000,15.656024
14.000000,16.435412
15.000000,-22.217087
16.000000,-19.972432
17.000000,14.343608
18.000000,26.420863
19.000000,19.164648
20.000000,-8.543600
21.000000,-1.720567
22.000000,4.247100
23.000000,11.597654
24.000000,25.488267
25.000000,-22.262104
