x,y
-50.000000,2569.773426
-49.000000,2515.789035
-48.000000,2457.544602
-47.000000,2413.655775
-46.000000,2318.348189
-45.000000,2213.157536
-44.000000,2122.304507
-43.000000,2029.717573
-42.000000,1946.757470
-41.000000,1861.827880
-40.000000,1768.773985
-39.000000,1676.978443
-38.000000,1598.626209
-37.000000,1516.327913
-36.000000,1437.342664
-35.000000,1353.054991
-34.000000,1284.524367
-33.000000,1213.879095
-32.000000,1156.198198
-31.000000,1094.616210
-30.000000,1031.690168
-29.000000,960.823193
-28.000000,898.663339
-27.000000,844.372641
-26.000000,790.460644
-25.000000,730.423207
-24.000000,670.445824
-23.000000,619.801157
-22.000000,582.192980
-21.000000,533.874963
-20.000000,477.133688
-19.000000,431.254393
-18.000000,395.214563
-17.000000,365.490376
-16.000000,334.308332
-15.000000,293.472131
-14.000000,269.632365
-13.000000,249.423324
-12.000000,218.689856
-11.000000,190.417268
-10.000000,163.697667
-9.000000,140.442053
-8.000000,112.935673
-7.000000,94.281675
-6.000000,72.075622
-5.000000,64.118861
-4.000000,48.243723
-3.000000,36.252133
-2.000000,23.692783
-1.000000,21.209054
0.000000,18.641299
1.000000,11.340256
2.000000,1.124110
3.000000,4.145872
4.000000,4.710714
5.000000,6.327961
6.000000,13.702418
7.000000,21.310804
8.000000,39.874282
9.000000,60.511476
10.000000,66.389391
11.000000,76.874091
12.000000,95.489798
13.000000,117.054012
14.000000,130.838962
15.000000,155.106456
16.000000,180.603387
17.000000,215.147537
18.000000,247.146704
19.000000,275.981083
20.000000,312.329684
21.000000,352.074371
22.000000,390.515734
23.000000,426.730792
24.000000,466.951408
25.000000,510.576799
26.000000,568.093049
27.000000,612.542401
28.000000,662.241163
29.000000,718.236333
30.000000,779.144313
31.000000,834.348714
32.000000,901.616634
33.000000,954.093257
34.000000,1019.057384
35.000000,1083.783153
36.000000,1141.264091
37.000000,1214.739191
38.000000,1287.804263
39.000000,1358.583709
40.000000,1441.611947
41.000000,1522.721817
42.000000,1611.216313
43.000000,1695.177900
44.000000,1771.294530
45.000000,1856.182795
46.000000,1945.588177
47.000000,2030.606928
48.000000,2073.122396
49.000000,2109.998745
50.000000,2158.039832
