x,y
-50.000000,2703.000000
-49.000000,2600.000000
-48.000000,2499.000000
-47.000000,2400.000000
-46.000000,2303.000000
-45.000000,2208.000000
-44.000000,2115.000000
-43.000000,2024.000000
-42.000000,1935.000000
-41.000000,1848.000000
-40.000000,1763.000000
-39.000000,1680.000000
-38.000000,1599.000000
-37.000000,1520.000000
-36.000000,1443.000000
-35.000000,1368.000000
-34.000000,1295.000000
-33.000000,1224.000000
-32.000000,1155.000000
-31.000000,1088.000000
-30.000000,1023.000000
-29.000000,960.000000
-28.000000,899.000000
-27.000000,840.000000
-26.000000,783.000000
-25.000000,728.000000
-24.000000,675.000000
-23.000000,624.000000
-22.000000,575.000000
-21.000000,528.000000
-20.000000,483.000000
-19.000000,440.000000
-18.000000,399.000000
-17.000000,360.000000
-16.000000,323.000000
-15.000000,288.000000
-14.000000,255.000000
-13.000000,224.000000
-12.000000,195.000000
-11.000000,168.000000
-10.000000,143.000000
-9.000000,120.000000
-8.000000,99.000000
-7.000000,80.000000
-6.000000,63.000000
-5.000000,48.000000
-4.000000,35.000000
-3.000000,24.000000
-2.000000,15.000000
-1.000000,8.000000
0.000000,3.000000
1.000000,0.000000
2.000000,-1.000000
3.000000,0.000000
4.000000,3.000000
5.000000,8.000000
6.000000,15.000000
7.000000,24.000000
8.000000,35.000000
9.000000,48.000000
10.000000,63.000000
11.000000,80.000000
12.000000,99.000000
13.000000,120.000000
14.000000,143.000000
15.000000,168.000000
16.000000,195.000000
17.000000,224.000000
18.000000,255.000000
19.000000,288.000000
20.000000,323.000000
21.000000,360.000000
22.000000,399.000000
23.000000,440.000000
24.000000,483.000000
25.000000,528.000000
26.000000,575.000000
27.000000,624.000000
28.000000,675.000000
29.000000,728.000000
30.000000,783.000000
31.000000,840.000000
32.000000,899.000000
33.000000,960.000000
34.000000,1023.000000
35.000000,1088.000000
36.000000,1155.000000
37.000000,1224.000000
38.000000,1295.000000
39.000000,1368.000000
40.000000,1443.000000
41.000000,1520.000000
42.000000,1599.000000
43.000000,1680.000000
44.000000,1763.000000
45.000000,1848.000000
46.000000,1935.000000
47.000000,2024.000000
48.000000,2115.000000
49.000000,2208.000000
50.000000,2303.000000
