x,y
-50.000000,2705.716507
-49.000000,2633.333060
-48.000000,2499.088860
-47.000000,2440.955278
-46.000000,2299.851468
-45.000000,2166.322441
-44.000000,2150.322812
-43.000000,2038.563406
-42.000000,1896.998489
-41.000000,1863.117658
-40.000000,1792.846740
-39.000000,1719.130741
-38.000000,1571.815315
-37.000000,1498.945545
-36.000000,1395.994613
-35.000000,1348.532851
-34.000000,1287.029583
-33.000000,1239.949999
-32.000000,1129.117032
-31.000000,1092.100943
-30.000000,1004.428642
-29.000000,992.228339
-28.000000,917.458934
-27.000000,846.547285
-26.000000,743.881178
-25.000000,693.998055
-24.000000,712.066057
-23.000000,627.044658
-22.000000,571.966283
-21.000000,497.617253
-20.000000,492.034616
-19.000000,480.623939
-18.000000,355.771934
-17.000000,314.877134
-16.000000,305.889590
-15.000000,319.687472
-14.000000,289.547947
-13.000000,273.760305
-12.000000,194.770537
-11.000000,188.893572
-10.000000,173.413847
-9.000000,90.755310
-8.000000,121.779356
-7.000000,102.510741
-6.000000,110.971010
-5.000000,2.225875
-4.000000,58.315587
-3.000000,17.971478
-2.000000,35.057977
-1.000000,10.653393
0.000000,18.569608
1.000000,23.055560
2.000000,-15.160224
3.000000,40.341299
4.000000,-33.135821
5.000000,-36.455043
6.000000,31.805728
7.000000,22.523497
8.000000,34.376291
9.000000,36.460974
10.000000,93.599999
11.000000,96.808527
12.000000,108.005316
13.000000,72.951133
14.000000,95.916396
15.000000,164.686238
16.000000,187.410476
17.000000,190.094649
18.000000,266.680987
19.000000,286.483829
20.000000,314.760182
21.000000,319.910570
22.000000,366.526889
23.000000,441.850682
24.000000,468.307457
25.000000,535.770530
26.000000,539.989231
27.000000,596.304498
28.000000,625.288306
29.000000,769.140636
30.000000,752.996146
31.000000,816.198792
32.000000,927.736725
33.000000,966.345086
34.000000,982.735309
35.000000,1096.163746
36.000000,1136.476993
37.000000,1207.745039
38.000000,1269.279174
39.000000,1330.103287
40.000000,1480.670792
41.000000,1494.190809
42.000000,1591.619872
43.000000,1717.674659
44.000000,1775.514124
45.000000,1888.740648
46.000000,1917.834399
47.000000,2013.487200
48.000000,2088.408662
49.000000,2217.457545
50.000000,2312.805920
