x,y
-50.000000,-6.586039
-49.000000,-10.821737
-48.000000,-7.184529
-47.000000,-4.360070
-46.000000,-11.713231
-45.000000,-5.683762
-44.000000,0.588955
-43.000000,-7.311634
-42.000000,-6.331560
-41.000000,-9.422001
-40.000000,-15.075970
-39.000000,-16.790607
-38.000000,-9.186712
-37.000000,-16.057919
-36.000000,-9.113158
-35.000000,-9.152926
-34.000000,-12.354729
-33.000000,-4.296306
-32.000000,1.950484
-31.000000,-9.369903
-30.000000,0.550956
-29.000000,-1.423385
-28.000000,-1.228043
-27.000000,0.066358
-26.000000,-0.011923
-25.000000,-1.628999
-24.000000,8.572764
-23.000000,0.112745
-22.000000,5.126466
-21.000000,4.783575
-20.000000,5.675928
-19.000000,5.848592
-18.000000,9.545364
-17.000000,-1.867916
-16.000000,-6.403171
-15.000000,-9.520323
-14.000000,-7.352256
-13.000000,-8.982378
-12.000000,-19.085457
-11.000000,-16.661384
-10.000000,-12.634021
-9.000000,-0.476599
-8.000000,-8.275129
-7.000000,-13.745494
-6.000000,-13.894741
-5.000000,-2.673693
-4.000000,-4.250300
-3.000000,3.812891
-2.000000,-4.968805
-1.000000,-2.131251
0.000000,8.244254
1.000000,7.879515
2.000000,6.859513
3.000000,-2.467238
4.000000,-9.418045
5.000000,-3.621029
6.000000,-0.035288
7.000000,-3.361585
8.000000,-0.447172
9.000000,-0.306251
10.000000,8.718381
11.000000,3.354144
12.000000,2.573999
13.000000,5.584569
14.000000,12.507352
15.000000,17.212733
16.000000,17.518490
17.000000,11.585514
18.000000,12.131454
19.000000,4.936035
20.000000,1.559804
21.000000,-2.975102
22.000000,-7.183099
23.000000,-18.977622
24.000000,-12.812144
25.000000,-5.640299
26.000000,-2.497028
27.000000,-1.103070
28.000000,-6.340229
29.000000,-0.335718
30.000000,4.821868
31.000000,3.497509
32.000000,-4.734365
33.000000,1.809288
34.000000,-4.310617
35.000000,-8.852859
36.000000,-19.669299
37.000000,-18.837219
38.000000,-16.738299
39.000000,-4.035769
40.000000,-10.335467
41.000000,-11.391457
42.000000,-3.411229
43.000000,9.097726
44.000000,5.412675
45.000000,-6.070029
46.000000,-5.346844
47.000000,3.345839
48.000000,10.918635
49.000000,11.475548
50.000000,3.090414
